monthly_usage_hours,days_since_signup,num_support_tickets,avg_session_minutes,num_referrals,discount_pct_used,upgraded
50.4,234.0,1.0,42.8,0.0,7.1,0
39.6,54.0,2.0,25.8,2.0,11.1,0
67.8,246.0,0.0,13.0,0.0,0.0,0
33.0,42.0,2.0,17.3,2.0,26.8,0
58.4,280.0,2.0,26.8,0.0,21.7,0
37.0,284.0,0.0,18.7,1.0,0.0,0
47.2,169.0,5.0,17.9,0.0,31.7,0
35.5,79.0,1.0,15.0,2.0,5.2,0
45.5,216.0,1.0,22.9,1.0,1.5,0
55.8,218.0,0.0,24.2,0.0,0.0,0
32.2,99.0,1.0,18.1,2.0,0.9,0
50.5,1.0,2.0,27.8,1.0,0.0,0
34.6,263.0,0.0,23.6,1.0,0.0,0
27.8,267.0,3.0,23.9,1.0,1.0,1
36.1,216.0,1.0,16.8,1.0,9.4,0
47.1,267.0,0.0,21.2,0.0,0.0,0
77.0,133.0,2.0,16.4,0.0,6.5,0
39.2,72.0,0.0,14.9,2.0,0.0,0
16.1,202.0,0.0,15.7,2.0,13.0,0
49.2,8.0,3.0,31.3,1.0,0.0,1
51.5,137.0,3.0,22.6,1.0,23.0,1
35.0,208.0,2.0,14.9,1.0,9.0,0
58.3,239.0,0.0,22.0,0.0,0.0,0
47.9,166.0,5.0,31.3,0.0,11.0,1
29.5,210.0,0.0,27.4,2.0,11.2,1
48.5,17.0,3.0,17.5,1.0,0.0,0
47.8,65.0,2.0,26.6,1.0,0.0,0
51.8,222.0,6.0,18.3,0.0,1.9,1
25.7,115.0,1.0,25.6,2.0,26.3,0
33.7,128.0,2.0,7.2,2.0,16.4,0
43.0,277.0,0.0,19.2,0.0,8.4,0
29.5,80.0,0.0,20.6,2.0,0.0,0
33.7,105.0,1.0,32.6,2.0,0.0,0
34.1,40.0,2.0,24.7,2.0,36.6,0
44.1,132.0,3.0,21.8,1.0,19.5,1
69.2,314.0,4.0,21.8,0.0,13.3,1
39.4,38.0,1.0,21.8,2.0,5.1,0
64.0,85.0,3.0,13.8,0.0,36.7,1
28.4,129.0,2.0,26.2,2.0,30.5,0
45.3,173.0,1.0,27.2,1.0,1.6,0
77.7,286.0,0.0,6.2,0.0,11.8,0
49.4,90.0,3.0,14.8,1.0,33.1,0
21.4,160.0,0.0,16.6,2.0,7.3,0
16.1,76.0,0.0,15.4,3.0,0.0,1
14.2,234.0,0.0,34.3,2.0,17.3,0
38.2,195.0,0.0,26.8,1.0,0.0,0
18.5,172.0,0.0,32.8,2.0,23.0,0
39.1,255.0,0.0,15.0,1.0,4.6,0
18.8,159.0,0.0,21.5,2.0,0.0,0
66.2,183.0,1.0,17.4,0.0,7.3,0
35.1,130.0,4.0,21.3,1.0,6.2,1
25.4,115.0,0.0,9.6,2.0,1.2,0
50.0,163.0,3.0,29.2,0.0,21.5,1
25.9,238.0,1.0,16.3,1.0,0.0,0
58.7,239.0,0.0,20.5,0.0,0.0,0
10.3,247.0,0.0,9.0,2.0,8.6,0
36.7,194.0,3.0,23.2,1.0,10.3,0
30.0,345.0,0.0,30.2,1.0,10.8,1
9.2,268.0,0.0,14.1,2.0,29.7,0
50.8,290.0,0.0,27.9,0.0,0.0,0
42.1,288.0,2.0,24.2,0.0,5.7,1
31.9,84.0,0.0,21.6,2.0,0.3,0
34.3,278.0,3.0,31.5,1.0,21.2,0
29.3,177.0,5.0,21.3,1.0,18.2,0
34.3,209.0,0.0,4.2,1.0,0.0,0
39.4,66.0,1.0,30.0,2.0,0.0,0
36.4,78.0,1.0,24.7,2.0,8.3,1
56.5,197.0,4.0,14.2,0.0,12.9,1
76.9,218.0,2.0,21.1,0.0,17.2,0
40.7,270.0,0.0,16.4,1.0,0.0,0
79.8,268.0,0.0,12.7,0.0,14.0,0
35.8,99.0,3.0,27.1,2.0,29.0,0
16.9,187.0,0.0,13.4,2.0,21.0,0
36.0,44.0,0.0,10.1,2.0,0.0,0
62.1,253.0,0.0,20.6,0.0,12.8,0
25.3,103.0,1.0,24.8,2.0,24.4,0
26.2,154.0,0.0,28.5,2.0,0.8,0
33.2,174.0,3.0,5.2,1.0,10.1,0
41.6,126.0,4.0,13.1,1.0,17.5,1
38.3,387.0,1.0,1.2,0.0,6.3,1
56.3,270.0,0.0,20.1,0.0,4.3,0
15.6,152.0,0.0,42.7,3.0,2.8,1
31.4,227.0,1.0,1.0,1.0,0.0,0
30.4,1.0,3.0,16.0,2.0,26.3,1
30.0,97.0,0.0,27.7,2.0,0.0,0
17.1,231.0,0.0,18.0,2.0,19.5,0
35.5,194.0,3.0,17.8,1.0,16.2,0
53.0,340.0,4.0,21.1,0.0,0.1,1
40.0,200.0,0.0,18.0,1.0,8.5,1
58.8,167.0,4.0,19.2,0.0,19.7,1
24.5,129.0,0.0,21.0,2.0,11.8,0
21.5,192.0,0.0,1.0,2.0,8.0,1
25.8,114.0,1.0,22.7,2.0,29.8,0
25.8,147.0,0.0,29.5,2.0,0.0,0
40.8,267.0,0.0,18.1,1.0,10.8,0
26.3,88.0,1.0,32.3,2.0,28.5,0
62.1,1.0,5.0,27.2,1.0,4.2,0
35.9,115.0,2.0,27.4,2.0,16.4,0
49.6,288.0,5.0,12.6,0.0,0.0,1
35.9,26.0,2.0,11.4,2.0,40.1,1
48.6,294.0,3.0,15.3,0.0,26.9,0
52.3,103.0,3.0,23.2,1.0,35.4,1
42.7,13.0,3.0,8.9,2.0,30.0,0
48.8,213.0,2.0,14.6,0.0,3.1,0
60.7,249.0,1.0,25.3,0.0,6.1,0
54.0,226.0,2.0,20.7,0.0,24.5,0
49.0,209.0,2.0,8.2,0.0,11.9,0
19.3,164.0,1.0,17.8,2.0,47.6,0
28.5,124.0,0.0,6.4,2.0,0.0,1
53.9,11.0,3.0,25.9,1.0,3.3,0
36.5,39.0,1.0,20.6,2.0,0.5,0
31.2,99.0,0.0,21.3,2.0,0.0,0
49.6,16.0,2.0,18.3,1.0,0.0,0
33.5,330.0,0.0,24.1,1.0,21.5,1
40.5,30.0,1.0,13.9,2.0,4.0,0
59.9,421.0,0.0,20.4,0.0,19.7,1
25.7,254.0,0.0,16.2,2.0,12.6,1
51.0,222.0,1.0,7.9,0.0,14.1,0
52.5,272.0,1.0,13.0,0.0,7.6,0
78.0,266.0,0.0,19.1,0.0,5.2,0
34.3,394.0,0.0,12.3,0.0,9.8,1
33.3,105.0,0.0,17.8,2.0,0.0,0
12.8,207.0,0.0,11.5,3.0,25.6,0
43.9,8.0,0.0,27.3,2.0,0.0,0
29.8,181.0,0.0,19.7,2.0,18.4,1
50.1,142.0,3.0,22.5,1.0,20.4,1
9.1,225.0,0.0,18.6,3.0,12.8,0
41.5,264.0,1.0,16.5,1.0,3.8,0
40.6,60.0,1.0,23.8,1.0,0.0,0
27.6,140.0,0.0,12.1,2.0,15.9,0
22.0,128.0,0.0,17.3,2.0,0.0,1
44.7,151.0,4.0,16.5,1.0,20.4,0
27.9,133.0,4.0,24.5,2.0,3.7,1
65.4,214.0,1.0,18.2,0.0,16.6,0
22.2,263.0,0.0,19.0,2.0,5.1,0
53.0,1.0,2.0,25.1,1.0,0.0,0
27.9,118.0,0.0,27.4,2.0,0.0,0
41.2,25.0,2.0,23.6,2.0,12.8,0
51.9,31.0,1.0,15.7,1.0,50.5,1
33.0,342.0,0.0,28.1,1.0,19.3,1
34.9,84.0,3.0,31.7,2.0,20.0,0
48.6,229.0,1.0,14.2,0.0,14.7,0
42.2,54.0,2.0,9.2,1.0,1.2,0
47.5,1.0,3.0,13.1,1.0,7.5,0
71.6,244.0,1.0,25.7,0.0,24.0,0
31.0,284.0,5.0,21.4,1.0,0.0,1
36.3,113.0,1.0,21.1,1.0,0.0,0
39.2,206.0,5.0,18.5,1.0,7.4,1
38.3,39.0,3.0,20.7,2.0,26.9,1
53.7,303.0,0.0,23.9,0.0,0.0,0
49.4,174.0,1.0,36.8,1.0,3.8,0
41.7,183.0,1.0,25.5,1.0,0.0,0
22.8,125.0,0.0,17.0,2.0,5.8,0
27.2,188.0,0.0,26.0,2.0,0.0,0
46.3,216.0,2.0,12.5,1.0,15.3,0
48.3,291.0,0.0,27.4,0.0,1.4,0
23.8,217.0,0.0,26.6,2.0,17.9,1
16.9,107.0,1.0,13.8,3.0,3.5,1
70.3,299.0,0.0,25.6,0.0,0.0,0
52.9,227.0,1.0,20.8,0.0,20.4,0
55.5,199.0,3.0,28.6,0.0,27.5,0
60.6,292.0,0.0,12.3,0.0,10.6,0
67.2,208.0,1.0,15.7,0.0,7.2,0
26.4,125.0,0.0,21.3,2.0,0.3,1
41.4,268.0,0.0,21.3,1.0,0.0,0
34.1,278.0,3.0,25.9,1.0,24.8,0
66.4,253.0,0.0,18.1,0.0,6.7,0
63.9,243.0,2.0,24.0,0.0,20.4,0
62.3,248.0,0.0,20.0,0.0,8.6,0
41.9,56.0,2.0,23.5,1.0,0.0,0
33.2,311.0,0.0,27.3,1.0,19.1,1
19.3,260.0,0.0,17.5,2.0,27.1,1
65.2,241.0,0.0,21.8,0.0,9.1,0
61.6,240.0,0.0,14.8,0.0,12.9,0
32.5,57.0,1.0,13.5,2.0,9.5,0
35.4,79.0,0.0,34.0,2.0,0.0,0
40.5,122.0,4.0,26.9,1.0,20.8,1
5.6,240.0,0.0,4.4,3.0,22.3,0
3.5,70.0,0.0,23.1,3.0,0.0,1
43.6,254.0,2.0,23.8,0.0,12.7,0
61.1,247.0,0.0,25.8,0.0,0.9,0
35.5,128.0,1.0,16.0,1.0,4.3,0
48.3,30.0,2.0,27.6,1.0,43.4,1
21.3,160.0,0.0,12.8,2.0,0.0,0
31.3,83.0,1.0,9.5,2.0,9.5,0
82.3,258.0,4.0,20.5,0.0,30.9,1
19.0,195.0,0.0,24.4,2.0,0.0,0
58.1,246.0,0.0,20.0,0.0,0.9,0
45.3,14.0,1.0,8.7,1.0,0.0,0
37.8,52.0,2.0,19.2,2.0,24.4,0
26.7,101.0,3.0,16.5,2.0,0.0,1
26.6,111.0,4.0,28.6,2.0,10.6,1
18.5,207.0,0.0,15.9,2.0,13.8,0
45.9,1.0,3.0,33.2,2.0,35.0,1
60.6,212.0,0.0,14.9,0.0,0.0,0
26.9,86.0,0.0,36.2,2.0,0.0,0
20.7,129.0,0.0,26.6,2.0,21.3,0
52.4,233.0,0.0,22.9,0.0,0.0,0
61.2,210.0,1.0,33.1,0.0,4.5,0
59.2,216.0,2.0,33.8,0.0,10.7,0
56.6,130.0,3.0,21.6,0.0,25.8,1
14.3,212.0,0.0,23.1,2.0,32.8,0
28.8,332.0,3.0,14.9,1.0,2.6,1
25.5,133.0,0.0,9.3,2.0,0.0,0
31.9,233.0,1.0,14.1,1.0,0.0,1
31.1,100.0,1.0,11.9,2.0,17.5,0
27.0,144.0,1.0,25.8,2.0,15.6,0
28.2,1.0,2.0,24.8,3.0,34.3,1
35.3,1.0,0.0,29.0,2.0,39.2,1
16.6,135.0,0.0,31.9,3.0,7.4,1
41.7,384.0,2.0,10.4,0.0,0.1,1
16.8,199.0,0.0,11.9,2.0,16.6,0
56.0,153.0,3.0,23.5,0.0,25.1,1
60.7,317.0,6.0,31.2,0.0,4.9,1
29.1,308.0,3.0,25.9,1.0,0.0,1
48.7,1.0,2.0,25.0,1.0,0.0,0
21.6,176.0,0.0,21.9,2.0,0.0,0
20.9,184.0,2.0,21.2,2.0,0.0,1
29.5,79.0,1.0,29.7,2.0,16.9,1
15.0,179.0,0.0,22.0,3.0,0.0,0
29.7,234.0,2.0,30.0,1.0,1.6,0
27.5,179.0,0.0,8.8,2.0,10.6,1
25.6,1.0,2.0,26.3,3.0,37.3,1
40.5,43.0,2.0,16.8,2.0,9.4,0
41.4,73.0,1.0,19.1,1.0,0.0,0
21.0,199.0,2.0,14.9,2.0,3.3,1
30.9,92.0,1.0,6.1,2.0,20.9,0
56.3,263.0,0.0,7.0,0.0,3.1,0
24.1,189.0,5.0,20.8,1.0,0.0,1
47.2,99.0,4.0,12.8,1.0,23.7,1
9.2,229.0,0.0,9.7,3.0,37.4,0
34.6,164.0,0.0,23.4,1.0,0.0,0
27.3,135.0,1.0,20.4,2.0,21.1,0
38.2,58.0,1.0,25.6,2.0,0.0,0
51.3,253.0,1.0,21.5,0.0,6.6,0
44.7,260.0,0.0,8.9,0.0,0.0,0
50.4,282.0,0.0,15.1,0.0,0.0,0
56.9,238.0,6.0,12.0,0.0,9.9,1
22.9,157.0,1.0,36.1,2.0,36.1,0
35.5,104.0,1.0,29.6,2.0,0.0,0
48.6,29.0,2.0,16.4,1.0,0.0,0
42.2,256.0,0.0,31.5,1.0,0.0,0
44.0,56.0,3.0,12.7,1.0,27.2,1
70.2,198.0,0.0,20.9,0.0,0.0,0
36.6,55.0,1.0,15.0,2.0,3.1,0
57.2,225.0,2.0,22.2,0.0,19.3,0
23.7,115.0,1.0,33.7,2.0,32.6,0
40.6,311.0,2.0,16.9,0.0,18.3,1
47.3,286.0,0.0,8.9,0.0,0.0,0
47.2,50.0,0.0,23.7,1.0,0.0,0
42.2,77.0,2.0,5.5,1.0,31.0,1
39.9,44.0,1.0,24.6,2.0,0.0,0
31.7,242.0,0.0,25.2,2.0,21.1,1
48.5,187.0,4.0,22.2,0.0,18.6,1
57.7,193.0,4.0,35.2,0.0,19.3,1
29.8,99.0,0.0,26.0,2.0,8.4,0
21.2,157.0,1.0,15.1,2.0,0.0,1
23.7,181.0,1.0,32.2,2.0,28.6,0
44.0,172.0,1.0,9.7,1.0,8.2,1
43.6,248.0,0.0,21.0,1.0,0.0,0
48.0,107.0,2.0,19.2,1.0,30.4,1
34.9,196.0,1.0,18.5,1.0,3.3,0
45.1,362.0,1.0,10.5,0.0,12.7,1
42.6,296.0,3.0,36.1,0.0,0.0,1
47.4,455.0,6.0,10.1,0.0,5.5,1
67.3,65.0,2.0,14.3,0.0,44.5,1
73.4,247.0,1.0,26.0,0.0,8.5,0
12.7,110.0,4.0,21.6,2.0,0.0,1
30.0,112.0,0.0,24.8,2.0,0.0,0
20.8,227.0,3.0,1.0,2.0,9.1,0
21.2,196.0,0.0,26.6,2.0,16.0,1
41.8,182.0,2.0,14.0,1.0,0.0,1
11.0,265.0,0.0,20.9,2.0,0.0,0
68.8,236.0,2.0,2.0,0.0,24.4,0
32.1,228.0,3.0,32.7,1.0,0.0,0
35.3,310.0,0.0,17.8,1.0,10.9,1
13.6,237.0,0.0,14.3,2.0,10.9,0
41.5,284.0,4.0,20.4,0.0,0.0,1
88.3,313.0,0.0,17.6,0.0,0.0,0
30.3,99.0,2.0,32.0,2.0,24.9,0
44.9,212.0,0.0,15.8,1.0,0.7,0
44.9,33.0,1.0,27.5,1.0,0.0,0
52.0,259.0,0.0,21.7,0.0,0.0,0
47.4,172.0,3.0,27.0,1.0,12.5,0
32.8,97.0,0.0,9.0,2.0,2.9,0
45.1,61.0,3.0,17.7,1.0,37.0,1
42.3,328.0,1.0,6.6,0.0,6.1,1
43.7,246.0,2.0,19.2,0.0,0.0,1
48.4,1.0,3.0,34.7,2.0,38.6,1
66.5,272.0,0.0,28.3,0.0,0.0,0
33.2,221.0,4.0,23.4,1.0,21.9,0
21.5,167.0,0.0,23.9,2.0,18.6,0
8.0,251.0,0.0,26.5,3.0,11.5,0
37.0,88.0,1.0,16.3,2.0,0.0,0
39.6,250.0,0.0,32.7,1.0,0.0,0
24.8,238.0,0.0,19.8,2.0,0.0,1
13.7,207.0,0.0,13.5,3.0,0.0,0
52.3,213.0,0.0,29.8,0.0,0.0,0
21.6,173.0,1.0,29.7,2.0,5.4,1
54.6,246.0,0.0,35.9,0.0,0.0,0
27.9,116.0,0.0,15.3,2.0,0.0,0
35.9,197.0,1.0,9.8,1.0,0.8,0
54.1,266.0,0.0,13.9,0.0,0.0,0
39.0,94.0,3.0,10.3,1.0,22.8,1
35.5,298.0,1.0,18.3,1.0,5.1,1
60.7,273.0,0.0,17.6,0.0,0.2,0
37.5,55.0,2.0,29.4,2.0,14.1,0
38.4,109.0,1.0,26.0,1.0,0.0,0
67.3,222.0,4.0,29.9,0.0,25.8,1
51.0,258.0,2.0,26.5,0.0,12.4,0
60.8,296.0,0.0,21.7,0.0,0.0,0
52.9,181.0,6.0,13.6,0.0,13.2,1
54.1,133.0,5.0,19.5,0.0,22.7,1
26.3,203.0,3.0,19.0,1.0,5.1,0
13.5,177.0,1.0,16.2,2.0,0.0,1
35.7,248.0,1.0,10.5,1.0,0.0,0
36.0,252.0,0.0,18.3,1.0,18.0,1
53.7,202.0,5.0,28.2,0.0,18.6,1
36.2,59.0,0.0,25.1,2.0,0.0,0
25.8,142.0,1.0,27.5,2.0,16.8,0
46.3,45.0,3.0,24.7,1.0,6.7,0
58.8,322.0,5.0,22.8,0.0,1.4,1
67.6,249.0,0.0,27.6,0.0,0.0,0
50.6,1.0,1.0,18.4,1.0,0.0,0
36.4,194.0,4.0,23.6,1.0,23.8,0
23.1,192.0,3.0,11.6,2.0,14.7,0
30.4,112.0,0.0,1.0,2.0,0.0,0
69.1,176.0,4.0,8.8,0.0,29.5,1
55.9,50.0,3.0,20.5,1.0,41.8,1
24.4,168.0,1.0,31.6,2.0,9.7,0
34.3,90.0,2.0,33.6,2.0,21.2,0
60.8,72.0,3.0,20.0,0.0,32.7,1
47.4,94.0,2.0,20.5,1.0,34.7,1
53.8,114.0,4.0,12.2,0.0,26.6,1
57.8,62.0,2.0,19.3,1.0,42.7,1
55.2,271.0,0.0,17.7,0.0,0.0,0
43.4,96.0,2.0,21.2,1.0,28.6,1
59.1,115.0,3.0,17.8,0.0,34.1,1
26.0,117.0,0.0,16.5,2.0,1.6,0
12.9,208.0,0.0,3.9,3.0,10.0,0
33.4,63.0,3.0,13.4,2.0,27.3,1
49.6,227.0,2.0,24.8,0.0,8.3,0
45.4,44.0,4.0,21.2,1.0,20.2,0
33.3,58.0,0.0,1.0,2.0,0.3,0
31.0,45.0,3.0,10.6,2.0,24.6,1
22.7,241.0,4.0,32.8,1.0,23.9,1
40.9,231.0,0.0,17.6,1.0,0.0,0
25.5,145.0,0.0,15.1,2.0,3.6,0
8.6,260.0,0.0,10.9,3.0,15.1,0
23.8,101.0,0.0,19.7,2.0,22.1,0
16.5,185.0,0.0,18.8,2.0,15.3,0
62.8,455.0,3.0,32.2,0.0,10.7,1
37.2,294.0,0.0,31.6,1.0,29.7,1
45.1,249.0,0.0,14.6,1.0,0.0,0
35.0,152.0,4.0,18.5,1.0,1.4,1
56.1,207.0,0.0,21.6,0.0,0.0,0
37.2,280.0,0.0,20.6,1.0,1.7,1
41.9,39.0,1.0,29.7,2.0,0.0,0
53.0,225.0,0.0,19.1,0.0,6.4,0
32.1,92.0,1.0,19.0,2.0,23.9,0
27.6,268.0,0.0,3.4,1.0,0.0,0
35.7,70.0,2.0,24.2,2.0,12.8,1
51.7,221.0,5.0,24.9,0.0,36.1,0
48.3,202.0,0.0,6.8,1.0,0.0,0
54.0,244.0,1.0,22.0,0.0,6.6,0
30.7,334.0,2.0,7.2,1.0,13.4,1
41.9,96.0,2.0,3.4,1.0,1.7,0
52.0,304.0,0.0,21.7,0.0,0.0,0
44.5,51.0,3.0,21.5,1.0,36.3,1
71.1,239.0,0.0,18.5,0.0,0.0,0
7.9,115.0,1.0,29.3,3.0,0.0,1
67.1,315.0,0.0,19.8,0.0,4.8,0
8.7,88.0,1.0,14.1,3.0,0.0,1
11.4,234.0,0.0,31.3,2.0,11.9,0
68.7,299.0,0.0,24.4,0.0,17.0,0
7.7,62.0,0.0,26.6,4.0,0.8,1
35.3,223.0,1.0,13.5,1.0,5.0,0
52.8,122.0,5.0,7.4,0.0,21.6,1
36.9,223.0,4.0,17.7,1.0,21.0,0
31.1,271.0,0.0,12.7,1.0,0.0,0
59.8,223.0,3.0,15.5,0.0,29.2,0
62.3,274.0,0.0,24.1,0.0,0.0,0
25.5,126.0,2.0,21.7,2.0,38.1,0
52.8,216.0,2.0,18.3,0.0,13.8,0
33.4,191.0,3.0,27.0,1.0,2.0,0
65.1,223.0,2.0,13.4,0.0,21.5,0
15.2,187.0,0.0,20.6,3.0,13.8,0
23.6,133.0,0.0,9.6,2.0,0.0,0
60.4,257.0,1.0,17.4,0.0,11.7,0
43.8,104.0,4.0,35.3,1.0,15.9,1
63.5,198.0,3.0,32.8,0.0,25.0,1
31.3,96.0,0.0,27.1,2.0,6.1,0
40.5,39.0,0.0,13.6,2.0,0.0,0
49.3,268.0,0.0,12.3,0.0,0.0,0
45.3,214.0,3.0,25.5,0.0,12.9,0
35.4,307.0,0.0,25.3,1.0,23.0,1
33.5,298.0,1.0,16.9,1.0,14.8,1
49.0,211.0,5.0,11.1,0.0,8.4,1
52.6,238.0,0.0,1.0,0.0,0.0,0
29.5,163.0,0.0,22.3,2.0,0.0,1
19.2,178.0,0.0,14.3,2.0,22.9,1
69.2,259.0,0.0,23.9,0.0,3.4,1
48.4,206.0,4.0,8.1,0.0,8.2,1
49.7,222.0,3.0,11.7,0.0,31.6,0
58.9,263.0,0.0,28.4,0.0,0.0,0
20.6,167.0,1.0,28.0,2.0,41.6,0
10.9,225.0,0.0,23.0,3.0,38.8,0
70.3,200.0,0.0,30.1,0.0,0.0,0
52.6,226.0,6.0,4.6,0.0,5.9,1
10.6,99.0,3.0,21.4,3.0,0.0,1
52.6,263.0,1.0,25.5,0.0,2.3,0
59.4,253.0,0.0,19.2,0.0,3.4,0
39.6,308.0,0.0,17.3,1.0,0.0,0
17.2,162.0,0.0,21.1,3.0,41.7,0
60.0,90.0,5.0,31.1,0.0,21.9,1
39.9,65.0,1.0,24.7,1.0,0.0,0
33.0,233.0,0.0,32.4,1.0,3.6,1
54.9,1.0,3.0,15.3,1.0,0.0,0
59.3,220.0,4.0,21.2,0.0,28.9,0
34.0,69.0,1.0,11.1,2.0,9.5,0
28.6,40.0,0.0,23.3,2.0,0.0,1
24.3,125.0,0.0,38.8,2.0,0.0,0
29.3,268.0,3.0,20.7,1.0,7.1,0
56.7,197.0,0.0,14.8,0.0,0.0,0
31.7,104.0,0.0,31.2,2.0,7.2,0
51.5,192.0,0.0,26.7,0.0,1.3,0
41.0,25.0,1.0,22.3,2.0,0.0,0
44.3,92.0,2.0,7.4,1.0,0.0,0
27.7,291.0,1.0,24.8,1.0,0.9,0
43.7,9.0,1.0,18.4,2.0,0.0,0
32.2,102.0,1.0,27.3,2.0,17.4,0
25.5,119.0,1.0,22.7,2.0,15.8,0
22.9,188.0,0.0,20.4,2.0,0.0,0
68.9,251.0,0.0,25.1,0.0,0.0,0
37.2,105.0,1.0,12.4,1.0,0.0,0
51.3,187.0,1.0,11.5,0.0,6.3,0
58.2,252.0,2.0,23.6,0.0,11.2,0
44.5,276.0,0.0,17.6,0.0,2.5,0
62.5,231.0,1.0,25.5,0.0,5.0,0
42.3,132.0,3.0,7.6,1.0,21.4,1
66.1,253.0,0.0,21.4,0.0,0.0,0
32.6,27.0,2.0,25.1,2.0,37.5,1
51.4,239.0,0.0,9.1,0.0,6.5,0
29.0,164.0,0.0,15.8,2.0,0.0,0
27.9,162.0,0.0,30.3,2.0,0.0,0
9.4,209.0,0.0,15.6,3.0,20.7,0
36.4,63.0,2.0,22.4,2.0,12.6,0
44.3,34.0,1.0,13.0,1.0,0.0,0
43.0,88.0,4.0,28.7,1.0,14.9,1
58.8,182.0,5.0,25.4,0.0,37.9,0
27.4,306.0,1.0,21.6,1.0,0.0,0
32.6,127.0,1.0,18.9,2.0,15.5,0
71.4,168.0,4.0,14.6,0.0,36.8,1
54.4,262.0,5.0,14.8,0.0,8.2,1
39.4,56.0,3.0,7.1,2.0,32.7,1
36.8,321.0,1.0,26.6,1.0,4.2,1
53.1,216.0,5.0,18.2,0.0,9.3,1
18.6,194.0,0.0,11.5,2.0,2.2,0
38.5,76.0,2.0,15.6,2.0,6.7,0
31.3,265.0,1.0,20.7,1.0,5.4,0
27.2,144.0,1.0,24.3,2.0,12.4,0
4.7,215.0,0.0,20.2,3.0,43.4,0
23.4,249.0,0.0,11.9,2.0,11.2,1
16.3,216.0,0.0,35.9,2.0,16.7,1
59.3,90.0,3.0,12.4,0.0,36.5,1
51.5,263.0,2.0,9.3,0.0,13.7,0
13.3,244.0,0.0,28.0,2.0,16.9,0
55.7,280.0,5.0,6.8,0.0,5.4,1
43.3,65.0,2.0,33.1,1.0,0.0,0
29.1,131.0,0.0,16.0,2.0,0.0,0
46.1,200.0,3.0,24.0,0.0,10.1,0
69.9,263.0,0.0,23.5,0.0,0.0,0
61.7,194.0,0.0,27.8,0.0,3.1,0
55.8,221.0,3.0,24.0,0.0,19.0,0
44.3,354.0,1.0,28.6,0.0,12.8,1
13.7,223.0,0.0,26.1,2.0,1.5,0
40.0,204.0,3.0,38.6,1.0,14.2,0
31.0,137.0,1.0,24.2,2.0,1.8,0
43.3,325.0,0.0,24.8,1.0,28.4,1
58.1,212.0,1.0,24.2,0.0,15.9,0
63.0,166.0,2.0,26.0,0.0,10.0,0
46.5,182.0,2.0,21.2,1.0,3.3,0
44.3,393.0,6.0,32.0,0.0,0.0,1
23.2,148.0,0.0,1.0,2.0,0.8,0
32.9,95.0,4.0,13.7,2.0,12.9,1
23.6,177.0,0.0,26.6,2.0,21.9,0
41.5,150.0,3.0,9.3,1.0,21.9,1
42.2,301.0,0.0,26.6,0.0,0.0,0
36.7,109.0,2.0,21.8,1.0,13.4,0
13.6,209.0,0.0,15.1,3.0,22.4,0
39.9,1.0,1.0,19.7,2.0,44.5,1
28.8,257.0,1.0,27.2,1.0,4.4,1
36.6,254.0,1.0,6.9,1.0,0.0,1
53.8,133.0,4.0,9.8,0.0,28.6,1
61.9,1.0,3.0,14.9,1.0,0.0,0
31.5,136.0,1.0,25.3,2.0,6.7,0
32.2,83.0,2.0,12.0,2.0,22.2,0
55.5,290.0,0.0,28.7,0.0,10.8,0
27.0,148.0,0.0,25.2,2.0,3.2,0
30.8,128.0,0.0,14.3,2.0,0.0,0
44.9,290.0,0.0,18.9,0.0,0.0,0
35.8,239.0,3.0,16.1,1.0,25.6,0
20.0,134.0,0.0,13.3,2.0,8.1,0
36.0,104.0,2.0,23.9,2.0,11.6,0
27.8,143.0,1.0,14.1,2.0,10.2,0
56.3,125.0,4.0,25.8,0.0,25.6,1
47.1,52.0,3.0,24.4,1.0,26.7,1
31.3,108.0,1.0,28.6,2.0,17.5,0
60.3,309.0,0.0,17.7,0.0,1.8,0
43.0,83.0,1.0,15.0,1.0,0.0,0
44.1,270.0,0.0,26.0,0.0,3.2,0
49.4,236.0,1.0,37.2,0.0,6.2,0
63.3,43.0,2.0,7.0,1.0,42.3,1
40.3,198.0,2.0,23.8,1.0,3.8,0
47.1,216.0,4.0,17.9,0.0,14.7,1
42.7,251.0,3.0,18.8,0.0,25.7,0
48.1,1.0,3.0,14.6,1.0,7.7,0
18.0,185.0,0.0,20.8,2.0,8.0,1
58.9,227.0,0.0,18.0,0.0,0.0,0
30.6,85.0,0.0,15.4,2.0,0.0,0
46.6,32.0,2.0,24.6,1.0,0.0,0
29.7,254.0,0.0,27.9,1.0,14.3,1
52.9,171.0,4.0,32.3,0.0,24.4,1
30.4,178.0,1.0,14.7,2.0,0.0,0
42.2,286.0,3.0,9.1,0.0,0.0,1
68.5,227.0,2.0,14.3,0.0,27.1,0
28.4,243.0,3.0,16.3,1.0,0.0,1
53.8,273.0,1.0,12.9,0.0,14.1,0
28.5,278.0,0.0,18.3,1.0,0.0,0
59.6,150.0,4.0,12.3,0.0,25.2,1
23.3,261.0,3.0,20.2,1.0,18.4,0
69.7,240.0,5.0,17.6,0.0,14.8,1
41.8,48.0,1.0,1.4,1.0,0.0,0
24.9,170.0,1.0,5.3,2.0,23.1,0
43.1,290.0,1.0,13.1,0.0,10.8,0
52.2,26.0,2.0,1.0,1.0,0.0,0
